,study_id,title,type,enrollment_category,enrollment_subcategory,enrollment_value,category,category,group,group_description,value
9544,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,milestone,milestone,P2,Intervention Group,349
9545,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,milestone,milestone,P1,Control Group,29
9546,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,milestone,milestone,P2,Intervention Group,11
9547,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P1,Control Group,10
9548,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P2,Intervention Group,5
9549,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P1,Control Group,4
9550,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P2,Intervention Group,1
9551,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P1,Control Group,11
9552,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P2,Intervention Group,2
9553,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P1,Control Group,4
9554,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P2,Intervention Group,3
9555,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B1,Supportive Arm,0
9556,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B2,HCQ Arm,0
9557,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B3,Total,0
9558,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B1,Supportive Arm,180
9559,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B2,HCQ Arm,360
9560,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B3,Total,540
9561,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B1,Supportive Arm,0
9562,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B2,HCQ Arm,0
9563,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B3,Total,0
9564,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B1,Supportive Arm,10
9565,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B2,HCQ Arm,24
9566,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B3,Total,34
9567,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B1,Supportive Arm,170
9568,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B2,HCQ Arm,336
9569,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B3,Total,506
9570,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,enrollment region,enrollment region,B1,Supportive Arm,180
9571,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,enrollment region,enrollment region,B2,HCQ Arm,360
9572,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model,Parallel Assignment,enrollment region,enrollment region,B3,Total,540
9573,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",milestone,milestone,P1,Control Group,180
9574,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",milestone,milestone,P2,Intervention Group,360
9575,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",milestone,milestone,P1,Control Group,151
9576,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",milestone,milestone,P2,Intervention Group,349
9577,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",milestone,milestone,P1,Control Group,29
9578,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",milestone,milestone,P2,Intervention Group,11
9579,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",withdrawal reason,withdrawal reason,P1,Control Group,10
9580,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",withdrawal reason,withdrawal reason,P2,Intervention Group,5
9581,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",withdrawal reason,withdrawal reason,P1,Control Group,4
9582,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",withdrawal reason,withdrawal reason,P2,Intervention Group,1
9583,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",withdrawal reason,withdrawal reason,P1,Control Group,11
9584,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",withdrawal reason,withdrawal reason,P2,Intervention Group,2
9585,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",withdrawal reason,withdrawal reason,P1,Control Group,4
9586,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",withdrawal reason,withdrawal reason,P2,Intervention Group,3
9587,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B1,Supportive Arm,0
9588,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B2,HCQ Arm,0
9589,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B3,Total,0
9590,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B1,Supportive Arm,180
9591,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B2,HCQ Arm,360
9592,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B3,Total,540
9593,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B1,Supportive Arm,0
9594,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B2,HCQ Arm,0
9595,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",age,age,B3,Total,0
9596,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled","sex: female, male","sex: female, male",B1,Supportive Arm,10
9597,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled","sex: female, male","sex: female, male",B2,HCQ Arm,24
9598,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled","sex: female, male","sex: female, male",B3,Total,34
9599,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled","sex: female, male","sex: female, male",B1,Supportive Arm,170
9600,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled","sex: female, male","sex: female, male",B2,HCQ Arm,336
9601,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled","sex: female, male","sex: female, male",B3,Total,506
9602,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",enrollment region,enrollment region,B1,Supportive Arm,180
9603,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",enrollment region,enrollment region,B2,HCQ Arm,360
9604,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,intervention_model_description,"Randomization rules were designed by Dr. Wasim Alamgir together with principal investigators and implemented by an independent statistician who was not involved in data analysis. Stratified random sampling was applied to stratify all eligible patients according to age, gender and comorbidities. Computerized random number generator was used and allocation was done in 2:1 sequence. Cards with each group assignment number randomly generated by computer were placed in sequentially numbered envelopes that were opened as the patients were enrolled",enrollment region,enrollment region,B3,Total,540
9605,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P1,Control Group,180
9606,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P2,Intervention Group,360
9607,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P1,Control Group,151
9608,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P2,Intervention Group,349
9609,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P1,Control Group,29
9610,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P2,Intervention Group,11
9611,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P1,Control Group,10
9612,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P2,Intervention Group,5
9613,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P1,Control Group,4
9614,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P2,Intervention Group,1
9615,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P1,Control Group,11
9616,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P2,Intervention Group,2
9617,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P1,Control Group,4
9618,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P2,Intervention Group,3
9619,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B1,Supportive Arm,0
9620,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B2,HCQ Arm,0
9621,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B3,Total,0
9622,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B1,Supportive Arm,180
9623,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B2,HCQ Arm,360
9624,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B3,Total,540
9625,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B1,Supportive Arm,0
9626,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B2,HCQ Arm,0
9627,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,age,age,B3,Total,0
9628,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B1,Supportive Arm,10
9629,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B2,HCQ Arm,24
9630,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B3,Total,34
9631,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B1,Supportive Arm,170
9632,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B2,HCQ Arm,336
9633,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B3,Total,506
9634,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,enrollment region,enrollment region,B1,Supportive Arm,180
9635,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,enrollment region,enrollment region,B2,HCQ Arm,360
9636,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,primary_purpose,Treatment,enrollment region,enrollment region,B3,Total,540
9637,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,masking,None (Open Label),milestone,milestone,P1,Control Group,180
9638,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,masking,None (Open Label),milestone,milestone,P2,Intervention Group,360
9639,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,masking,None (Open Label),milestone,milestone,P1,Control Group,151
9640,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,masking,None (Open Label),milestone,milestone,P2,Intervention Group,349
9641,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,masking,None (Open Label),milestone,milestone,P1,Control Group,29
9642,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,masking,None (Open Label),milestone,milestone,P2,Intervention Group,11
9643,22,Clearing the Fog: Is Hydroxychloroquine Effective in Reducing COVID-19 Progression,Interventional,study_design_info,masking,None (Open Label),withdrawal reason,withdrawal reason,P1,Control Group,10
